tokens,label
ống hơi xấu tạm chấp_nhận đk,NEU
bọc sản_phẩm kín_đáo chặt_chẽ cẩn_thận nè chủ trả_lời nhắn_siêu nhanh_siêu dễ_thương tư_vấn nhiệt_tình,POS
chất xấu dã_man,NEG
vua,POS
mùi thơm_chất đẹp mà_còn son_nữa màu hơi ảnh chút,POS
không mùi lắm,NEG
gh tốc_độ tên_lửa,POS
chất_lượng sản_phẩm tuyệt_vời shop phục_vụ tiền giao hàng chậm,POS
chất áo đẹp_dáng cực_kì cute giá túi học_sinh tụi,POS
chất_lượng ok,NEU
hàng,NEG
mua ủng_hộ shop,POS
mặc không gửi shop gửi,NEG
rộng vải màu kia,NEG
kg mặc ưng_ý,POS
mỏng,NEG
hàng chất_lượng kém,NEG
chất vải dày mỏng phụ_thuộc màu áo tựu chất form ổn tiền áo lót lớp nỉ mỏng mềm_mại lắm tầm kg đổ mặc,POS
hàng,POS
chất_lượng sản_phẩm tuyệt_vời,POS
không màu,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ dễ_thương cực_kỳ,POS
oder xám hồng giao xanh hồng_hơi thất_vọng hix,NEG
chất_lượng,POS
hang gom không dam ghe shop mua lan luon,NEG
ok ổn,NEU
đẹp cổ_hơi rộng một_chút,POS
chất_liệu không đep lắm,NEG
áo đẹp chất_lượng sản_phẩm tuyệt_vời,POS
đóng_gói cẩn_thận lắm lun,POS
màu vàng màu cam vải đẹp dày chất_lượng,POS
chất siêu đẹp,POS
size áo hơi ok,POS
giao hàng hơi chút,NEG
màu xinh_cực,POS
váy size giao size,NEG
size hơi to chân,NEG
ok,NEU
đt hẹn không gửi card,NEG
ok chất_lượng sản_phẩm tuyệt_vời,POS
làm_ăn lol nhắn_tin đel trả_lời moi xem_xét mua,NEG
sản_phẩm ok giá tiền,NEU
lỗi đường may,NEU
tiền chấp_nhận,NEU
cám_ơn quà nhỏ_xinh shop,POS
nhắn_tin shop sh không tlời,NEG
giao hàng bep,NEG
sản_phẩm cũ haiz,NEG
thả tim shop,POS
vải áo mịn dày chuẩn_nha,POS
tam_xai,NEU
box méo,NEG
giao nhầm sản_phẩm,NEG
pin sạc lỗi,NEG
vải mỏng,NEG
áo đẹp sản_phẩm ok mua giùm phí vận_chuyển,POS
ủng_hộ shop,POS
size hơi,NEU
áo nóng vải nhăn,NEG
size nhưg rộng thùng_thình nhỏ_bé không bon_chen,NEG
ncl ưng shop,POS
cải_thiện đóng_gói,NEU
vải mát,POS
giao không hàng thu tiền không thông_báo khách_hàng,NEG
vải mịn mát,POS
chất_lượng sản_phẩm tuyệt_vời shop phục_vụ tiền đóng_gói sản_phẩm đẹp,POS
shop phục_vụ đóng_gói sản_phẩm đẹp,POS
vải lớp lót không lắm,NEG
vải xấu gửi nhầm màu,NEG
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời giá rẻ,POS
shop giao hàng,POS
test mua áo dày đắt tiền,NEG
không tiền hàng bai nhão rách giẻ lau,NEG
chất_lượng sản_phẩm kém,NEG
đóng_gói hàng chất_lượng,POS
shop gói hàng tế_nhị đẹp,POS
áo mặc mát thoải_mái,POS
đợt lễ giao hàng hơi,NEG
vải bình_thường hơi mỏng,NEG
sản_phẩm ok,POS
sản_phẩm chất_lượng kiểu_dáng đẹp,POS
ưng lắm,POS
from rộng màu hình giao hàng chỗ áo bay tróc,NEG
sản_phẩm siêu cần_thiết nhà_bếp,NEU
xuyên,NEG
chỗ ống_quần vết dơ dính_mực ksao,NEU
tai bluetoth không sài,NEG
vải mềm_dày vừa_phải siêu_co giãn mặc,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền hôm trưa hôm_nay hàng vận_chuyển tỉnh,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ giao hàng,POS
chất_lượng sản_phẩm không mô_tả,NEG
màu đậm tròn hình vải đẹp,POS
ủng_hộ shop,POS
định ngại_phiền thui,NEG
ưng ý_shop phục_vụ,POS
áo wa mong ma ngắn tgian giao hàng nhang,NEG
hàng sai màu giá tiền tạm ổn,NEU
rẻ,POS
áo chất đẹp mặc mùa thu,POS
yêu,POS
không giống_mầu ảnh đường may không đẹp lắm,NEG
chất_lượng sản_phẩm tuyệt_vời đẹp,POS
chất_lượng sản_phẩm kém không độ co_giãn,NEG
hài_lòng sản_phẩm,POS
giày_tệ quảng_cáo,NEG
size rong_lam,NEG
đồ shop đẹp chê,POS
tiền mua ạk,POS
chất_lượng sản_phẩm tuyệt_vời chủ_shop nhiệt_tình giao hàng,POS
shop giao hàng,POS
excelent seler service quality,POS
chất_lượng oki,POS
hàng,NEU
áo ok form,POS
váy đẹp dày mặc không lộ giá ủng_hộ sh,POS
chỗ bẩn,NEU
chữ áo mờ,NEG
quần roif mua ưng_ý ahihi_chất đẹp lắm nha giá rẻ chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời shop phục_vụ,POS
chất_lượng sản_phẩm tuyệt_vời tiền giao hàng đóng_gói sản_phẩm đẹp shop phục_vụ,POS
chất da mềm không cứng,POS
áo đẹp mặc xinh lắm,POS
shop nha,POS
xinh xinh chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tiền,POS
vải mát đẹp mặc máy_lạnh ấm,POS
chất_lượng sản_phẩm tuyệt_vời ưng màu vàng sợ,POS
chất vải thô mát,POS
ảnh dìm áo,POS
mẫu đẹp,POS
giá tiền không đòi_hỏi,POS
,NEU
eo_hơi bánh_mì định áo đen không,NEU
shop tâm lắm nha sản_phẩm đẹp ủng_hộ,POS
sản_phẩm ok mong shop duy_trì,POS
xl,NEG
lo chất_lượng không uổng tiền sản_phẩm đẹp giao hàng,POS
shop nhiệt_tình,POS
dịch_vụ chăm_sóc khách_hàng,POS
áo đẹp chất vải mát tay_áo hơi rộng,POS
hàng đẹp chất da_sờ gấu_xinh lủng_lẳng dễ_thương shop,POS
áo đẹp rẻ tiền ủng_hộ shop,POS
giao hàng sản_phẩm chất_lượng,POS
hàng chất_lượng sản_phẩm tuyệt_vời,POS
chất_lượng sản_phẩm giao hàng hơi chút shop phục_vụ,NEU
áo đẹp kinh_khủng_khiếp chất vải kiểu,POS
vải đẹp mỏng form rộng,POS
giao hàng món bực_bội,NEG
chân đeo khó_chịu,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói đẹp tiền mua giao hàng,POS
giao hàng sản_phẩm đẹp,POS
giá_cả chất_lượng đóng_gói cẩn_thận,POS
chất_lượng sản_phẩm tuyệt_vời gói bát bos chạy,POS
màu hơi ảnh,NEU
không đẹp,NEG
sản_phẩm tương_đối ổn giá,POS
uy_tín,POS
form đẹp,POS
đóng_gói sản_phẩm chắng lắm shop phục_vụ giao hàng,POS
màu cam shop giao màu vàng ok,POS
bực_mình đặt_hàng đợi hoài cá chết chẳng giao_nhầm coi phục,NEG
shop phục_vụ đồng_tiền chất_lượng sản_phẩm,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ giao hàng ủng_hộ shop,POS
độ bám màu màu chuẩn không bột không khô môi chăm_tẩy tế_bào chết môi,POS
đg đẹp,POS
túi mỏng,NEG
mua cửa_hàng địa_phương hiệu_quả rõ_rệt mua mẹ,NEU
mua áo shop,POS
áo chổ dings màu vải ok,NEU
áo cực đẹp,POS
đóng_gói sản_phẩm đẹp tặng cột tóc xinh_xinh,POS
shop phục_vụ giao hàng,POS
chất_lượng sản_phẩm tuyệt_vời tiền đầu giao sản_phẩm bù không áo mua lắm,NEU
áo đẹp shop uy_tin,POS
giao sai sản_phẩm,NEG
chất_lượng sản_phẩm hộp_hơi trầy_xước trông_hơi cũ kĩ_chút,NEU
max xinh,POS
đẹp ảnh,POS
áon mịn đẹp y_hình bận,POS
bút ok,POS
ok xài,NEU
vải hơi mỏng mặc rách_thiet mặt,NEG
mặc hơi nóng,NEG
buồn hàng_không ảnh,NEG
đẹp nhầm size chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,POS
chất_lượng sản_phẩm tuyệt_vời giá tiền,POS
không lừa_tình chất_lượng,POS
áo hơi mỏng hơi nhăn đóng_gói,NEG
chất vải không mong_đợi lắm,NEG
váy ngắn,NEU
sản_phẩm xinh_y_hình ạ_shop trả_lời tin_nhắn dễ_thương,POS
form áo đẹp hơi,POS
yên_tâm mua hàng,POS
đầm đẹp chủ dễ_thương,POS
không đẹp,NEG
tư_vấn không nhiệt_tình trả_lời cộc_lốc mua,NEG
bỉm,NEG
vải hơi mỏng xinh_cực,POS
áo xinh dã_man tàn_bạo,POS
giao hàng,POS
chi_quần túi tuyệt_vời giá mua bộ_đồ rẻ,POS
vải ok,NEU
chất đẹp mua xong,POS
quần_áo nhão nhèo_nhèo không đẹp,NEG
chấtản_phẩm kém không tiền giao hàng chậm không tiền,NEG
lắp_ráp sản_phẩm hơi,NEG
áo dơ,NEG
hàng đẹp chat_lượng lan mua se shop,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời shop phục_vụ tốt_shop phục_vụ tiền đẹp lắm,POS
sản_phẩm đẹp lắm shop,POS
áo đẹp vải mềm mịn,POS
chất_lượng sản_phẩm tuyệt_vời giao hàng giao,POS
tuyệt_vời ưng_ý,POS
độ nóng kém uốn mãi chẳng cong,NEG
áo trẻ trung_mình mua màu để_dành,POS
đẹp hàng chất_lượng độn phân êm_chân shop chất_lượng sản_phẩm tuyệt_vời,POS
đánh môi màu hồng baby trầm_trầm trông yêu,POS
hàng y_hình coton mềm mịn,POS
chất_liệu vải mặt mát,POS
chất vãi đẹp,POS
mua shop,POS
hình áo trễ vai giao_lai không trể vai to,NEG
đóng_gói sản_phẩm đẹp,POS
đường khâu không,NEG
mặc áo trắng lộ eo bánh_mì,POS
quá_xá đẹp,POS
sữa tắm mùi thơm_dịu nhẹ,POS
vải mịn đẹp,POS
tiếc không mua giảm_giá,NEU
chất_lượng tương_đối,NEU
áo đệm mỏng mặc thoải_mái mềm ngực from đẹp,POS
dịch_vụ,POS
giao hàng,POS
cảm mơn_shop tặng quà,POS
màu,NEG
giao hàng hẹn,NEU
đẹp rẻ ủng_hộ,POS
chất vải áo tạm ổn mỏng áo màu đen thích_hợp mặc thu,NEU
váy xinh mặc_ốm kg mặc nha,POS
máo mặc hơi ngứa mẫu ổn,POS
mua giảm_giá công_nhận không giảm_giá xấu nha,POS
tiền tiền shop phục_vụ đóng_gói sản_phẩm đẹp,POS
hàng đẹp rẻ mua,POS
chất_lượng sản_phẩm tuyệt_vời tiền tiền tiền giao hàng giao hàng,POS
sản_phẩm ảnh đóng_gói sản_phẩm đẹp,POS
hàng không tâm_ni,NEG
note rõ_ràng đen đỏ rằn_ri không giao hàng,NEG
dở,NEG
vải hơi cứng,NEG
vải áo dày đẹp giống_hình hơi cứng mặc thoải_mái lắm,NEG
tiền giao hàng chất_lượng sản_phẩm tuyệt_vời váy đẹp chuẩn form_dáng,POS
áo đẹp lắm,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tiền hàng đẹp giao hàng,NEU
đẹp cẩn_thận thử,NEU
chất_lượng sản_phẩm gửi nhầm_mầu,POS
san pham y_hinh,NEU
shop,POS
chất tạm dk đóng_gói sản_phẩm đẹp,POS
shop hài_lòng shop,POS
ủng_hộ,POS
mua áo shop cực ưng,POS
ưng lắm luông,POS
đường may tỉ_mỉ,POS
uống không khó_chịu thuốc,POS
hài_lòng chất_liệu,POS
chất_lượng ok,NEU
shop làm_việc hiệu_suất shop không,POS
shop phục_vụ tạm shop phục_vụ tạm giao hàng chất_lượng sản_phẩm tạm,NEU
không khô da,POS
mặc,POS
tuyệt_vời,POS
đóng_gói sản_phẩm cực_kỳ giao hàng date,POS
sản_phẩm đóng_gói cẩn_thận giao hàng sản_phẩm mùi dễ_chịu hài_lòng ủng_hộ shop,POS
chất,POS
áo rách_hic không rách ổn đóng_gói sản_phẩm đẹp,NEG
áo,POS
đóng_gói sản_phẩm đẹp giao hàng,POS
áo rộng lầm trọn cỡ,NEG
chất_lượng sản_phẩm đóng_gói sản_phẩm vải hơi dày,POS
áo fre size rộng kg mặc vô rộng lắm,POS
đóng_gói sản_phẩm kém,NEG
giày to thô,NEG
không,NEG
y_hình,POS
hàng đẹp chất_lượng đóng_gói hơi sơ_sài,POS
sai màu vải ok,NEU
tiền shiping hơi mắc cỡ giá bàn,NEG
sản_phẩm hình_form size,NEU
charm không ảnh charm shop đẹp xấu ảnh,NEG
kg mặc_váy gọn,POS
đơn không shop hihi,POS
chất_lượng sản_phẩm tuyệt_vời se ủng_hộ shop hat,POS
tai thỏ_hơi bóp quen,NEU
áo đẹp sản_phẩm,POS
date,POS
vận_chuyển xần chú_ý xem_mầu giao,NEG
ủng_hộ shop,POS
cháu,POS
không mẫu shop giá,NEG
chị_em mua bận siêu_thích,POS
mùi không thơm lắm mua,NEG
vãi đẹp,POS
vải ok chữ easy in sấu kinh,NEU
sỉze hơi bé chút,NEU
vải mỏng mặc vải mục rách,NEG
order nhầm size hơi chật_order hơi,NEG
chủ shop trả_lời tin_nhắn nhiệt_tình mua hàng sợ rộng ai_ngờ in,POS
giao hàg chậm wa,NEG
túi buble super xịn bao_bì nguyên không rách thủng,POS
màu chuẩn đẹp,POS
chất_lượng sản_phẩm tuyệt_vời chất vải cực,POS
thử sờ_chất đẹp ưng,POS
sản_phẩm giao lỗi,NEG
sờ dại dại,NEG
cặp đẹp_shop tư_vấn nhiệt_tình,POS
sản_phẩm,POS
rách vải giặt giản_hình in áo không hình_mẫu mặc lắm màu,NEG
màu không đẹp ảnh form bàn tuyệt,POS
ngăn_vên rộng form túi chuẩn,POS
chất_lượng sản_phẩm tuyệt_vời hàng tivi siêu_nét đóng_gói cẩn_thận bố_mẹ vui quà vận_chuyển chủ_shop nhiệt_tình vui_tính ủng_hộ shop,POS
mặc lắm,POS
chất_lượng sản_phẩm tuyệt_vời tiền khuyên không đỏ_đô giặt màu màu đỏ_đô đỏ đậm không tươi vải đẹp shop hihi,POS
ao thun đẹp dày dan mau_cung đẹp va lạ_nua ngoai đẹp_hon hình luon moi nguoi_noi chung_la rẻ đẹp chủ shop thi nhiệt_tinh_tu van chu_dao hang_minh chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,POS
mua size_l size cắt mác dán size,NEG
cúc lỏng bấm không,POS
mớ rơm,NEG
size hơi rộng,NEG
shop giải_cứu sợ gián,POS
nhận_định ban_đầu,POS
tất_đẹp thái_độ vận_chuyển chán,NEG
đóng_gói sản_phẩm đẹp giao hàng rửa mặt da đỏ hai má hơi rát,NEU
chất_lượng giá tiền giá rẻ,NEU
minh mua tiếp,NEU
đồ đẹp hình vải vừa_phải không dày không mỏng mặc,POS
tóm_lại sản_phẩm đắt chất_lượng,NEG
màu xanh shop gửi màu đen dây sạc buộc chun không dây_thép kiểu không nguyên_đai nguyên_kiện lắm,NEG
chất_lượng sản_phẩm kém không tiền,NEG
tuyệt_vời lắm,POS
giao hàng_không mẫu,NEG
áo vải đẹp lắm nha,POS
thừa,NEU
sản_phẩm hình đường may,POS
áo lệch vạt,NEG
đẹp,POS
giao hàng nhanh_chóng,POS
màu chăn màu gối gối cute lắm y_hình giao_hơi bt chó qá đy,POS
tổng_thể ok,POS
hành nguyên_tem lắc_lắc chai,NEU
áo may_lỗi xấu,NEG
sản_phẩm đẹp áo hơi mỏng,NEU
,NEU
chất vải màu kẻ không bằg màu đen trắng,NEG
đóng_gói sản_phẩm đẹp giao hàng chất_lượng sản_phẩm tuyệt_vời,POS
nhắn_tin không thèm trả_lời mặc_dù không onl,NEG
hãm lìn,NEG
túi cứng_cáp đẹp,POS
áo sọc xanh lá chất thun ok màu đẹp,POS
san pham ổn,POS
đóng_gói kém,NEG
hàng đẹp hình chất jean hơi mỏng mùi khó_chịu một_chút,NEU
không hàng hoàn_tiền mong_shop hàng tâm một_chút cám_ơn,POS
ưng nấc,POS
hứa fedback shop đá cơ_giảm kg shop ak,NEU
đẹp,POS
đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp shop phục_vụ tiền tiền,POS
chất_lượng sản_phẩm tuyệt_vời áo_mềm thoải_mái ok,POS
ủng_hộ shop,POS
hàng mỏng vải bt tiền,NEU
áo mặc không,NEG
màu da hơi tối,NEU
túi quần rách,NEG
đóng_gói ok chất_lượng tương_đương giá_thành,POS
ap ổn lắm,NEG
giao_lộn size,NEG
giá ok áp code giảm_giá,NEU
chủ shop thân_thiện váy đẹp,POS
tiền,NEU
đừng mua hàng shop,NEG
không,NEG
quần đẹp vải dày tiền,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền váy đẹp lắm,POS
quần rách to,NEG
áo shop đẹp lắm,POS
vãi sấu,NEG
giao chất_lượng ok tin_cậy đặt_hàng,POS
áo đẹp hình,POS
đồng_tiền đóng_gói sản_phẩm,POS
chất_lượng giấy xấu mỏng,NEG
tư_vấn nhiệt_tình kinh_khủng_khiếp áo đẹp lắm dư_hơi,POS
hàng giao sản_phẩm giống_hình chất_lượng ok,POS
mong shop tv nhiệt_tình,NEG
chất_lượng sản_phẩm bt,NEU
áo vải mỏng mặc đẹp giá nhân_viên ok ngàn lun,POS
ios không sẵn ap android,NEG
sản_phẩm đẹp chất_lw tuyệt_vời ak giao hàng,POS
chat luong kem khan_mong la_lua dao mua mot_lan không co_lan,NEG
shop phục_vụ xứng_đáng shop yêu,POS
màu đỏ giày sơn dính,NEG
chất_lượng sản_phẩm tương_đối ok tầm tiền,NEU
vải đẹp lắm lắm đường may cẩn_thận mặc siêu_thích,POS
giá rẻ chất_lượng ok lem,POS
áo đẹp chủ_shop yêu,POS
vãi đẹp áo hình chất_lượng sản_phẩm tuyệt_vời,POS
tui đẹp_lam rat ung_bung dong goi ok lun giao hàng tiền,POS
shop phục_vụ kém áo không đẹp hình,NEG
tệ,NEG
shop phục_vụ đóng_gói sản_phẩm tạm,NEU
nhắn_tin shop order_nhầm nhắn_tin shop không trả_lời shop phục_vụ kém,NEG
chờ hàng mãi hàng hàng khôg hình đổi chờ xác_nhận kiểu hướng_dẫn đóng hàng rắc_rối,NEG
áo đẹp tội shop_gói sơ_xài,NEU
không mong_muốn,NEG
mặc_dù giao hàng hơi chút,NEG
đỏ ok_bộ xám đường may xấu lỗ to ngón sát đường áy quần cảm_giác chất vải màu,NEU
áo form size body,POS
sản_phẩm ưng_ý chất_lượng sản_phẩm tuyệt_vời shop phục_vụ,POS
không móc treo ảnh quảng_cáo sản_phẩm shop hơi buồn,NEG
ai_ngờ áo rộng thùng thình,POS
chất đẹp giao hàng đóng_gói sản_phẩm,POS
hàng hãng bình_thường pistom,NEG
chất_lượng sản_phẩm bình_thường,NEU
áo đẹp rộng ngắn,NEG
báo shop màu xanh thiên_thanh shop gửi màu vàng,NEG
thất_vọng,NEG
áo giá xinh giá cực ok,POS
chất_liệu mềm_mại giá ổn chất_lượng mua rẻ chợ thoải_mái,POS
màu ổn,NEU
chất ok shop shop,POS
sản_phẩm nhé_nố chung_la đượt,POS
sản_phẩm hơi lỗi một_chút,NEG
bi_loi nh,NEG
đèn ok shop nhiệt_tình hàng gói kĩ lắm không lo bik bể,POS
đóng_gói sản_phẩm đẹp form đẹp vải hơi cứng,NEU
mền giao sai màu đóng_gói sản_phẩm chất_lượng sản_phẩm tạm,NEU
times tiếp đóng_gói sản_phẩm đẹp tiền giao hàng gấm_dẹp ren giao size màu shop phục_vụ ủng_hộ shop,POS
vải đẹp,POS
áo y_hình chất mặc mát giao hàng siêu ủng_hộ shop,POS
chai simply đậm không hàng không,NEG
áo rách như_vầy,NEG
kg mông mặc size,POS
đọc fedback shop giao lg chẳng may shop giao hơi thất_vọng_xíu shop nhiệt_tình xin_lỗi rate,POS
chất_lượng sản_phẩm tuyệt_vời áo dày lắm ý_shop,POS
mua đồ mạng vô_cùng hài_lòng giao hàng chất_lượng áo tâm_thư chủ shop viết,POS
shop,POS
mua chả,NEG
giá rẻ chất đẹp,POS
siêu_thanh lịch,POS
ưng,POS
chất_liệu giá tiền hơi mắc,NEG
shop tư_vấn sản_phẩm kém,NEG
kém chất_lượng,NEG
quần béo_tí size rộng dã_man kg,NEG
vải đẹp đường may cẩn_thận,POS
chất_lượng ổn giá bọt,POS
màu không tươi hình_giặt phai xấu,NEG
áo không ôm giới_thiệu,NEG
đồ rẻ vải đẹp tiền mua,POS
hàng đẹp form khuôn ngực đúc đẹp,POS
nón đẹp lắm,POS
chất_lượng vải,POS
ổn giad,NEU
áo tuyệt đẹp shop,POS
đẹp ih_hình,POS
chân tô mặc quần_hơi bó chất co_giãn chấp_nhận,NEU
chán giao hàng chậm,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng chất_lượng sản_phẩm tuyệt_vời,POS
shop phục_vụ nhiệt_tình sản_phẩm,POS
kem chất_lượng giá hơi,NEU
chất ok dày,POS
mùi hơi hắc kiểu sơn móng,NEG
áo vải voan cát tương_đối thô_ráp mặc cọ khó_chịu form áo đẹp vải chán,NEG
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời áo mỏng vải mỏng,POS
treo đầu dê thịt chó hình đăng giao hàng không chi_tiết đặt_hàng mô_hình h_a giao đặt_hàng hình màu xanh giao mô_hình màu hồng gái chú_ý mô_hình màu xanh,NEG
mua hai tổng_cộng mua quần_tập áo,POS
hàng đẹp nha,POS
không đẹp kì_vọng,NEG
kính không vát cạnh rấ sắc_sờ gợn dán bóc vứt,NEG
trắt dơi nê vải mặc mát_sướng lắm,POS
hàng xấu vải không đẹp,NEG
đóng_gói sản_phẩm cạp quần_ren chật_mặc kích,NEU
tiền giao hàng nhanh_shop phục_vụ đầu bút mềm viết lineart ok,POS
hi_đẹp lắm,POS
ủng_hộ shop dài_dài chất_lượng sản_phẩm tuyệt_vời,POS
chủ shop nhiệt_tình giao hàng,POS
chất_liệu màu đỏ màu đen,NEG
áo vải mát y_hình xinh,POS
shop nhiệt_tình mua,POS
quần đẹp dạng thun giả jeasn không pik_giặt bay màu không giá,POS
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời tiền,POS
rộng không đổi,NEG
mẫu không hình,NEG
đóng_gói sản_phẩm đẹp hơi chật minhg,NEU
hình chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,POS
giao hàng hàng đẹp,POS
quần không mặc gửi tặng shop tinh_thần trách_nhiệm,POS
gưi hàng nhắn_b bấm hoàn_trả shop kiểm_tra mãi không shop kiểm_tra hoàn_trả,NEG
chất_lượng,POS
chất_lượng sản_phẩm tuyệt_vời hộp vận_chuyển bóp_méo giày ưng lắm,POS
son_lỳ trôi nhược_điểm xong môi khô,POS
chất_lượng sản_phẩm ok,POS
giấy lau nhẹ trôi sạch,NEG
kiểu đẹp vải đẹp ka_ki mịn ok,POS
áo rộng mặc đẹp,POS
vải dày_dặn màu không tươi ảnh,POS
mặc ok_phối đồ_unisex đẹp chổ chê,POS
nỉ long không ah chất_lượng sản_phẩm kém,NEG
nơ hơi không,POS
vải không mỏng màu đẹp ủng_hộ tiếp,POS
giá ok,POS
vải,POS
quần hơi ngắn mặc_dù size xl,NEG
giao hàng tiền nao cua đay,POS
giao hàng đóng_gói cẩn_thận,POS
chất vải đẹp ấm mùa đông mát mùa hè đường may,POS
shop giao nham mau minh,NEG
hột_hột cát mịn không biet vi đầu sd loai tã,NEU
chất_liệu chim ưng,POS
áo không mẫu dính màu,NEG
ghê,POS
tiền đóng_gói sản_phẩm đẹp,POS
mầu không trắng pha vàng hối_hận mua sản_phẩm,NEG
áo ổn giá tiền,POS
shop giao nhầm miếng thép đa_năng,NEG
áo mặc ok,NEU
hơi rộng vải đẹp,NEU
san pham_y nhu_hinh,POS
chất_lượng mềm,POS
vải tẩy bẩn,NEG
hơi to hơi thô,NEG
áo dày mịn đẹp kg chê,POS
màu cam_champagne shop giao nhầm màu vàng,NEG
xinh thiên_hạ,POS
hàng tháo tay_áo vần chĩ,NEG
vải mỏng không tiền,NEG
xong cảm_giác da_sạch mịn,POS
áo dày_dặn form y_hình shop gửi hàng,POS
sản_phẩm kém chất xấu cạp_quần không co_dãn thoải_mái,NEG
giao hàng,POS
okey,NEU
áo đẹp mát,POS
bé yêu,POS
shop khâu vá,NEG
túi đẹp chất da đẹp,POS
áo đẹp chất mua,POS
sản_phẩm y_như hình,POS
mua hàng xài lắc bao_nhiu vón_cục ak,NEG
tiền,NEU
không xài,NEG
đồ_chơi trẻ,NEG
bánh chất_lượng,POS
đừng bẩn áo vây rẻ bán_buôn không shop áo mặc tệ,NEG
vải đẹp vải rata đẹp giá ok cực xinh_cực xinh_mọi ủng_hộ shop,POS
áo mặc,POS
gái thoải_mái tự_tin yên_tâm thoi_trang khong lo gia shop nha,POS
giày đẹp giá tiền,POS
màu_sắc ok chất_lượng không lắm,POS
chất xấu xốp xốp mặc khó_chịu,NEG
mua size mẹ kg mặc mẹ lắm,POS
không size đặt_hàng,NEG
lừa_đảo giao hàng lỗi,NEG
hàng đẹp mềm nhẹ,POS
trừ_son không lì mô_tả,NEG
chủ shop dễ_thương chất_lượng sản_phẩm tuyệt_vời,POS
hài_lòng,POS
giá sản_phẩm không,NEG
vặn,POS
hàng giống_hình vải không,NEG
nhiệt không lau du_nhin đẹp,NEG
sách xinh,POS
shop,POS
tay_áo hơi ngắn chất_lượng giá tiền,POS
sản_phẩm không ý_muốn,NEG
đóng_gói sản_phẩm time giao hàng,POS
chip đẹp_mê ly thế_này chất_liệu mềm_mại,POS
mặc ngắn,NEG
đóng_gói sản_phẩm đẹp shop phục_vụ tiền tiền giao hàng,POS
hàng ok đo,POS
chat lieu vai xau duong may au,NEG
không mẫu,NEG
áo đẹp_nha bấy_bỳ,POS
vải ok lắm ủng_hộ shop,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng tiền phom quần_đẹp chỗ kiểu_dáng quần_ngố mèo vải hơi mỏng vải chất_liệu giá hợp_lý mua,POS
tào_lao,NEG
shop,POS
áo đẹp chất vải miêu_tả,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng mua ưng_ý shop,POS
dâm mac đẹp_lam,POS
giấy xấu,NEG
nhắn_tin đợi hơi,NEG
mùi thơm dễ_chịu,POS
chăn ga mềm lắm shop,POS
đầu,NEG
ứng_ý,POS
màu đẹp chất_lượng giá rẻ màu hồng đẹp không hề kén da_tí,POS
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời,POS
vải không ok lắm,NEG
vải mốc,NEG
đóng_gói sản_phẩm đẹp giao hàng cắt kĩ_vãi hơu thô,NEU
dẻ lau,NEG
áo_quần đẹp lắm giá chủ shop nhiệt_tình deal giá,POS
form quần đẹp vải co_giãn chủ shop nhiệt_tình,POS
áo tốt_dáng ok,POS
áo rộng chất_lượng sản_phẩm tạm,NEU
form quần_xinh lắm,POS
áo,NEG
